Row Name,SIL ID,Short Name,Long Description,Passage,Keywords,Projects
286,"oc00286,ob00286,ow00286",the ark of the covenant in a procession (covered),"A historically grounded depiction of “the ark of the covenant in a procession.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 Kings 08,  2 Chronicles 05,  Joshua 03,  Joshua 06,  Joshua 08, Numbers 10","ark, covenant, priests, procession",SIL 100
287,"oc00287,ob00287,oi00287,ow00287",the ark of the covenant in a procession (covered),"A historically grounded depiction of “the ark of the covenant in a procession.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 Kings 08,  2 Chronicles 05,  Joshua 03,  Joshua 06,  Joshua 08, Numbers 10","ark, covenant, priests, procession",SIL 100
288,"oc00288,oi00288,ob00288,ow00288",the ark of the covenant in a procession (uncovered),"A historically grounded depiction of “the ark of the covenant in a procession.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 Kings 08,  2 Chronicles 05,  Joshua 03,  Joshua 06,  Joshua 08, Numbers 10","ark, covenant, priests, procession",SIL 100
289,"oc00289,ow00289,ob00289",the ascension of Jesus,On the Mount of Olives Jesus lifts from the earth as disciples look on. Angels declare He will return as He ascended.,"Acts 01,  Luke 24, Luke 24:50–53; Acts 1:9–11; Daniel 7:13–14, Mark 16","angel, disciples, jesus, Jesus, Mount of Olives, Mount of Olives Jesus, resurrected; Jesus",SIL 100
290,"oc00290,ow00290,ob00290,oi00290",the ascension of Jesus,On the Mount of Olives Jesus lifts from the earth as disciples look on. Angels declare He will return as He ascended.,"Acts 01,  Luke 24, Luke 24:50–53; Acts 1:9–11; Daniel 7:13–14, Mark 16","angel, disciples, jesus, Jesus, Mount of Olives, Mount of Olives Jesus, resurrected; Jesus",SIL 100
291,"oc00291,ow00291,ob00291",the city of Jerusalem,Stone walls and narrow streets climb Jerusalem’s hills toward the Temple mount. Traders and pilgrims move along the dusty road to the holy city.,Psalm 122; Luke 19:41–44; Revelation 21,"city, jerusalem, Jerusalem, stone, Temple, town",SIL 100
292,"oc00292,ow00292,ob00292",the entrance to Babylon,Glazed‑brick gates tower with striding lions at an imperial entry. Empire’s pride stands under God’s sovereign gaze.,"Daniel 04, 2 Chronicles 36, Isaiah 13–14; Jeremiah 50–51; Daniel 1",gate way,SIL 100
293,"oc00293,ow00293,ob00293",the entrance to Babylon,Glazed‑brick gates tower with striding lions at an imperial entry. Empire’s pride stands under God’s sovereign gaze.,"Daniel 04, 2 Chronicles 36, Isaiah 13–14; Jeremiah 50–51; Daniel 1",gate way,SIL 100
294,"oc00294,ow00294,oi00294,ob00294",the front and back of a silver Roman denarius,A silver denarius bears Tiberius Caesar’s image and inscription. The coin’s authority frames Jesus’ call to render to Caesar and to God what is God’s.,"Luke 10,  Luke 15,  Luke 20,  Mark 12,  Matthew 22, Matthew 20, Matthew 22:15–22; Mark 12:13–17; Luke 20:20–26; Matthew 8:5–13; Luke 7:1–10; Acts 10","caesar, coin, denarius, Jesus, money, silver, Tiberius Caesar",SIL 100
295,oc00295,"Proposed Synagogue Interior at Capernaum (1st Century AD, Hypothetical Reconstruction)","A formal synagogue interior at Capernaum reflects the developed architectural style of later Galilean Judaism, with columns, symmetry, and a central reading space. While visually grounded in excavated remains, this scene represents a later phase and may not reflect the simpler synagogue of the time of Jesus.","Mark 1:21, Luke 4:31–32, John 6:59","synagogue, Capernaum, Galilee, columns, basilica, Torah, scroll, Jewish, ancient, interior, limestone, Roman influence, assembly hall, teaching",SIL 100
296,"oc00296,oi00296,ow00296,ob00296",the last supper,"Jesus reclines at a low table with His disciples, bread and cups set on woven mats. In lamplight He speaks of a new covenant sealed in His body and blood.","1 Corinthians 11,  John 13,  Luke 22,  Mark 14, Exodus 12; Luke 22:7–20; 1 Corinthians 11:23–26, Matthew 26","bread, covenant, disciples, disciples; Jesus; eating, Jesus, lamp",SIL 100
297,"oc00297,ow00297,oi00297,ob00297",The Magi visit Jesus.,"A historically grounded depiction of “The Magi visit Jesus..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Isaiah 60:1–6; Psalm 72:10–11; Matthew 2, Matthew 02","frankincense; gift; gold; myrrh; wise men; Jesus (baby), jesus, Jesus, magi, The Magi, visit",SIL 100
298,oc00298,The Outside of a Synagogue in Capernum,"This image shows a simple synagogue as it might have looked in Capernaum during the time of Jesus—built from local stone and used for teaching and gathering. Because no complete building from this time survives at the site, this is a thoughtful reconstruction based on similar places in the region.","Acts 09,  Acts 17,  Acts 18,  John 06,  Luke 04,  Luke 13,  Mark 01,  Mark 06,  Matthew 09,  Matthew 13, Luke 4:16–21; Acts 13:14–16; Nehemiah 8, Matthew 04","synagogue, Capernaum, Galilee, first century, transitional architecture, Jewish, Torah, scroll, benches, basalt, assembly, teaching, early synagogue",SIL 100
299,oc00299,The Outside of a Synagogue in Capernum,"This image shows a simple synagogue as it might have looked in Capernaum during the time of Jesus—built from local stone and used for teaching and gathering. Because no complete building from this time survives at the site, this is a thoughtful reconstruction based on similar places in the region.","Acts 09,  Acts 17,  Acts 18,  John 06,  Luke 04,  Luke 13,  Mark 01,  Mark 06,  Matthew 09,  Matthew 13, Luke 4:16–21; Acts 13:14–16; Nehemiah 8, Matthew 04","synagogue, Capernaum, Galilee, first century, transitional architecture, Jewish, Torah, scroll, benches, basalt, assembly, teaching, early synagogue",SIL 100
300,oc00300,The port of Patmos,"A historically grounded depiction of “the port of Patmos.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Revelation 01,"boat; harbor; ship, patmos, port",SIL 100
301,oc00301,The port of Patmos,"A historically grounded depiction of “the port of Patmos.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Revelation 01,"boat; harbor; ship, patmos, port",SIL 100
302,oc00302,The port of Patmos,"A historically grounded depiction of “the port of Patmos.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Revelation 01,"boat; harbor; ship, patmos, port",SIL 100
303,"oc00303,ow00303,ob00303",The port of Patmos,"A historically grounded depiction of “the port of Patmos.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Revelation 01,"boat; harbor; ship, patmos, port",SIL 100
304,oc00304,the port of Thessalonica,"A historically grounded depiction of “the port of Thessalonica.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 Thessalonians 01, Acts 17","boat, harbor, ship, town, port, thessalonica, thessalonians, Asia minor",SIL 100
305,"oc00305,ow00305,ob00305,oi00305",the port of Thessalonica,"A historically grounded depiction of “the port of Thessalonica.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 Thessalonians 01, Acts 17","boat, harbor, ship, town, port, thessalonica, thessalonians, Asia minor",SIL 100
306,"oc00306,ob00306,ow00306",the port of Thessalonica,"A historically grounded depiction of “the port of Thessalonica.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 Thessalonians 01, Acts 17","boat, harbor, ship, town, port, thessalonica, thessalonians, Asia minor",SIL 100
307,"oc00307,ow00307,ob00307,oi00307",The Shepherd Finds the Lost Sheep.,"A shepherd carefully reaches for a sheep that has become stranded on a rocky hillside. Scenes like this inspired Jesus’ parable of the lost sheep, where a shepherd searches until he finds the one that wandered away, illustrating God's concern for every individual.","Luke 15:3–7, Matthew 18:12–14, Ezekiel 34:11–16, Isaiah 40:11, Psalm 23:1–4, John 10:11–14","shepherd, lost sheep, sheep, parable, Jesus, Bible, flock, hillside, Judea, repentance, faith, shepherd staff, sheep rescue, shepherd life, biblical life, parables, God seeks, sheep care",SIL 100
308,"oi00308,ob00308,ow00308,oc00308",The Shepherd Finds the Lost Sheep.,"A shepherd carefully reaches for a sheep that has become stranded on a rocky hillside. Scenes like this inspired Jesus’ parable of the lost sheep, where a shepherd searches until he finds the one that wandered away, illustrating God's concern for every individual.","Luke 15:3–7, Matthew 18:12–14, Ezekiel 34:11–16, Isaiah 40:11, Psalm 23:1–4, John 10:11–14","shepherd, lost sheep, sheep, parable, Jesus, Bible, flock, hillside, Judea, repentance, faith, shepherd staff, sheep rescue, shepherd life, biblical life, parables, God seeks, sheep care",SIL 100
309,"oc00309,oi00309,ob00309,ow00309",The Shepherd Finds the Lost Sheep.,"A shepherd carefully reaches for a sheep that has become stranded on a rocky hillside. Scenes like this inspired Jesus’ parable of the lost sheep, where a shepherd searches until he finds the one that wandered away, illustrating God's concern for every individual.","Luke 15:3–7, Matthew 18:12–14, Ezekiel 34:11–16, Isaiah 40:11, Psalm 23:1–4, John 10:11–14","shepherd, lost sheep, sheep, parable, Jesus, Bible, flock, hillside, Judea, repentance, faith, shepherd staff, sheep rescue, shepherd life, biblical life, parables, God seeks, sheep care",SIL 100
310,"oc00310,ob00310,ow00310,oi00310",the table of the presence,"A historically grounded depiction of “the table of the presence.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",,"bread, presence, table",SIL 100
311,"oc00311,ow00311,ob00311,oi00311",the table of the presence,"A historically grounded depiction of “the table of the presence.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",,"bread, presence, table",SIL 100
312,"oc00312,ow00312,ob00312,oi00312",The temple curtain was torn.,"At the moment of Jesus’ death, the massive inner veil of the temple is torn from top to bottom. Priests serving inside the Holy Place recoil in shock as the thick sanctuary curtain splits, exposing the entrance to the Most Holy Place.","Matthew 27:51, Mark 15:38, Luke 23:45","Herod, Jerusalem, Jesus, priest; crucifixion; sanctuary, temple, Temple",SIL 100
313,"oc00313,ow00313,ob00313,oi00313",The wise men follow the star to the town.,"A historically grounded depiction of “The wise men follow the star to the town..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Isaiah 60:1–6; Psalm 72:10–11; Matthew 2, Matthew 02","camels; Magi; scholars, follow, star, town, wise",SIL 100
314,"oc00314,ow00314,ob00314,oi00314",The wise men follow the star to the town.,"A historically grounded depiction of “The wise men follow the star to the town..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Isaiah 60:1–6; Psalm 72:10–11; Matthew 2, Matthew 02","camels; Magi; scholars, follow, star, town, wise",SIL 100
315,"oc00315,ob00315,oi00315,ow00315",The wise men follow the star to the town.,"A historically grounded depiction of “The wise men follow the star to the town..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Isaiah 60:1–6; Psalm 72:10–11; Matthew 2, Matthew 02","camels; Magi; scholars, follow, star, town, wise",SIL 100
316,"oc00316,ow00316,ob00316",three crosses,Three crosses stand against a darkened sky on a hill outside the city. The central cross tells of sacrifice and redemption.,"John 19,  Luke 23,  Mark 15, Isaiah 53; Psalm 22; John 19, Matthew 27","ark, cross, cross; crucifixion; death; Jesus; robber; soldier, crosses, sacrifice",SIL 100
317,"oc00317,oi00317,ob00317,ow00317",three crosses,Three crosses stand against a darkened sky on a hill outside the city. The central cross tells of sacrifice and redemption.,"John 19,  Luke 23,  Mark 15, Isaiah 53; Psalm 22; John 19, Matthew 27","ark, cross, cross; crucifixion; death; Jesus; robber; soldier, crosses, sacrifice",SIL 100
318,"oc00318,ow00318,oi00318,ob00318",transfiguration,"A historically grounded depiction of “transfiguration.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Luke 09,  Mark 09, Matthew 17","Moses; Elijah; Jesus, transfiguration",SIL 100
319,oc00319,transfiguration,"A historically grounded depiction of “transfiguration.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Luke 09,  Mark 09, Matthew 17","Moses; Elijah; Jesus, transfiguration",SIL 100
320,"oc00320,ow00320,ob00320",treasures,"A historically grounded depiction of “treasures.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","2 Chronicles 36,  Luke 12,  Mark 10,  Matthew 06, 2 Kings 24","jewelry; vessel, treasures",SIL 100
321,oc00321,"Proposed Synagogue Interior at Capernaum (1st Century AD, Hypothetical Reconstruction)","A formal synagogue interior at Capernaum reflects the developed architectural style of later Galilean Judaism, with columns, symmetry, and a central reading space. While visually grounded in excavated remains, this scene represents a later phase and may not reflect the simpler synagogue of the time of Jesus.","Mark 1:21, Luke 4:31–32, John 6:59","synagogue, Capernaum, Galilee, columns, basilica, Torah, scroll, Jewish, ancient, interior, limestone, Roman influence, assembly hall, teaching",SIL 100
322,"oc00322,ob00322,ow00322,oi00322",triumphal entry,"A historically grounded depiction of “triumphal entry.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","John 12,  Mark 11,  Matthew 21, Luke 19","entry, palms; gate; donkey; hosanna; Jesus, triumphal",SIL 100
323,oc00323,triumphal entry,"A historically grounded depiction of “triumphal entry.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","John 12,  Mark 11,  Matthew 21, Luke 19","entry, palms; gate; donkey; hosanna; Jesus, triumphal",SIL 100
324,"oc00324,ow00324,ob00324",Victors Crown,"A wreath made from laurel, olive, palm, or gold-leaf imitating natural leaves. It was awarded to athletes, heroes, and honored citizens.",Philippians 4:1; 1 Corinthians 9:25; 1 Peter 5:4; Revelation 2:10,"stephanos, victory wreath, laurel, gold leaf, athletics, honor, Roman games, reward",SIL 100
325,"oc00325,oi00325,ob00325,ow00325",Victors Crown,"A wreath made from laurel, olive, palm, or gold-leaf imitating natural leaves. It was awarded to athletes, heroes, and honored citizens.",Philippians 4:1; 1 Corinthians 9:25; 1 Peter 5:4; Revelation 2:10,"stephanos, victory wreath, laurel, gold leaf, athletics, honor, Roman games, reward",SIL 100
326,"oc00326,oi00326,ow00326,ob00326",vultures eat a carcass,"A historically grounded depiction of “vultures eat a carcass.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Luke 17, Matthew 24","bird; carrion, carcass, vultures",SIL 100
327,"oc00327,oi00327,ow00327,ob00327",vultures eat a carcass,"A historically grounded depiction of “vultures eat a carcass.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Luke 17, Matthew 24","bird; carrion, carcass, vultures",SIL 100
328,"oc00328,ow00328,ob00328,oi00328",War Galley (Bireme / Trireme Style),"Long, narrow oared warship with one–two banks of oars, square sail, and a bronze or wooden ram; used by Mediterranean naval powers.",Ezekiel 27; Isaiah 33:21; Daniel 11:30,"Trireme, bireme, ancient warship, Mediterranean naval vessel, Bible-era warship, Tyre ships, ancient oared galley, classical navy ship.",SIL 100
329,"oc00329,oi00329,ob00329,ow00329",War Galley (Bireme / Trireme Style),"Long, narrow oared warship with one–two banks of oars, square sail, and a bronze or wooden ram; used by Mediterranean naval powers.",Ezekiel 27; Isaiah 33:21; Daniel 11:30,"Trireme, bireme, ancient warship, Mediterranean naval vessel, Bible-era warship, Tyre ships, ancient oared galley, classical navy ship.",SIL 100
330,"oc00330,ow00330,oi00330,ob00330",Zacchaeus climbs a tree.,"A historically grounded depiction of “Zacchaeus climbs a tree..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Luke 19,"climbs, sycamore; Jesus, tree, zacchaeus",SIL 100
331,"oc00331,ow00331,oi00331,ob00331",Zacchaeus climbs a tree.,"A historically grounded depiction of “Zacchaeus climbs a tree..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Luke 19,"climbs, sycamore; Jesus, tree, zacchaeus",SIL 100
332,"oc00332,ow00332,ob00332,oi00332",Zacchaeus climbs a tree.,"A historically grounded depiction of “Zacchaeus climbs a tree..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Luke 19,"climbs, sycamore; Jesus, tree, zacchaeus",SIL 100
333,"oc00333,ow00333,oi00333,ob00333",12 Disciples Silhouette,The silhouettes of 12 first century Jewish men walking on a road.,"Luke 6:12-16, Luke 6:10-11",,Akuo Luke
334,oc00334,A man looks into an open tomb.,At dawn a stone stands rolled back from a rock‑hewn tomb. The emptiness proclaims the risen Lord.,"John 20, Luke 24, Luke 24; John 20; Matthew 28","resurrection, stone, tomb",SIL 100
335,oc00335,Baby Jesus is lying in a manger in the stable.,The child lies in a manger while Mary and Joseph keep watch. Lantern light warms rough wood as heaven’s gift arrives in poverty.,Luke 2:1–20; Micah 5:2,"Baby Jesus, Jesus, Joseph, lamb; cattle; Savior; Jesus (baby), manger, Mary",SIL 100
336,"oc00336,oi00336,ob00336,ow00336",a lunch of loaves and fish,"Small barley loaves and dried fish rest on coarse cloth, the fare of Galilean peasants. The humble meal recalls Jesus’ generous provision for the crowds.","John 06,  Luke 09,  Mark 06, Matthew 14, Matthew 14:13–21; Mark 6:30–44; John 6:1–14","fish, Jesus, loaf; five; two, loaves, vision",SIL 100
337,oc00337,a man blows the trumpet,"A historically grounded depiction of “a man blows the trumpet.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Joshua 06, Numbers 10","blows, mourn; musical instrument, trumpet",SIL 100
338,"oc00338,ow00338,ob00338,oi00338",a man blows the trumpet,"A historically grounded depiction of “a man blows the trumpet.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Joshua 06, Numbers 10","blows, mourn; musical instrument, trumpet",SIL 100
339,oc00339,a man reads a scroll in a library,A parchment scroll lies unrolled beside a reed pen and ink. The scene honors God’s word carefully preserved and proclaimed.,"1 Corinthians 01,  Luke 05,  Luke 10,  Mark 02,  Mark 07,  Mark 12,  Matthew 08,  Matthew 09,  Matthew 13,  Matthew 15,  Matthew 22, 2 Kings 22, Jeremiah 36; Ezekiel 2–3; Revelation 5; Revelation 10","scroll, teacher",SIL 100
340,"oc00340,ob00340,ow00340,oi00340",a man reads a scroll in a library,A parchment scroll lies unrolled beside a reed pen and ink. The scene honors God’s word carefully preserved and proclaimed.,"1 Corinthians 01,  Luke 05,  Luke 10,  Mark 02,  Mark 07,  Mark 12,  Matthew 08,  Matthew 09,  Matthew 13,  Matthew 15,  Matthew 22, 2 Kings 22, Jeremiah 36; Ezekiel 2–3; Revelation 5; Revelation 10","scroll, teacher",SIL 100
341,oc00341,a man reads a scroll in a library,A parchment scroll lies unrolled beside a reed pen and ink. The scene honors God’s word carefully preserved and proclaimed.,"1 Corinthians 01,  Luke 05,  Luke 10,  Mark 02,  Mark 07,  Mark 12,  Matthew 08,  Matthew 09,  Matthew 13,  Matthew 15,  Matthew 22, 2 Kings 22, Jeremiah 36; Ezekiel 2–3; Revelation 5; Revelation 10","scroll, teacher",SIL 100
342,"oc00342,ob00342,ow00342,oi00342",a man reads a scroll in a library,A parchment scroll lies unrolled beside a reed pen and ink. The scene honors God’s word carefully preserved and proclaimed.,"1 Corinthians 01,  Luke 05,  Luke 10,  Mark 02,  Mark 07,  Mark 12,  Matthew 08,  Matthew 09,  Matthew 13,  Matthew 15,  Matthew 22, 2 Kings 22, Jeremiah 36; Ezekiel 2–3; Revelation 5; Revelation 10","scroll, teacher",SIL 100
343,"oc00343,ow00343,ob00343,oi00343",a plain altar and a sheep sacrifice,"Smoke rises from a bronze altar in the tabernacle court. Atonement, holiness, and mercy meet where blood is offered.","Exodus 17,  Genesis 12,  Genesis 13,  Genesis 26,  Genesis 33,  Genesis 35, Genesis 08, Leviticus 1–7; Hebrews 9–10","altar, sacrifice, stone; offering",SIL 100
344,oc00344,The Empty Tomb,At dawn a stone stands rolled back from a rock‑hewn tomb. The emptiness proclaims the risen Lord.,"John 20,  Luke 24,  Mark 16, Luke 24; John 20; Matthew 28, Matthew 28","Mary; Magdalene, stone, tomb",SIL 100
345,oc00345,The Empty Tomb,At dawn a stone stands rolled back from a rock‑hewn tomb. The emptiness proclaims the risen Lord.,"John 20,  Luke 24,  Mark 16, Luke 24; John 20; Matthew 28, Matthew 28","Mary; Magdalene, stone, tomb",SIL 100
346,oc00346,The Empty Tomb,At dawn a stone stands rolled back from a rock‑hewn tomb. The emptiness proclaims the risen Lord.,"John 20,  Luke 24,  Mark 16, Luke 24; John 20; Matthew 28, Matthew 28","Mary; Magdalene, stone, tomb",SIL 100
347,"oc00347,ow00347,ob00347,oi00347",KCS Abraham | Abraham,"Abraham outside his tent looking up at the stars talking to YHWH
",Genesis 12,,Akuo Ruth
348,"oc00348,ow00348,ob00348,oi00348",KCS David | David,"David (haren't rendered this character before. ~30-40 years old, strong/sincere looking, middle eastern) as king sitting on his throne. He's wearing armor and a crown. His crown is made of gold, set with precious stones. There's a harp on one side of his throne and a sword on the other.",2 Samuel 2:1–11,,Akuo KCS
349,"oc00349,ow00349,oi00349,ob00349",KCS Glory and Honor: Kavod and Doxa | Glory and Honor: Kavod and Doxa,"A picture of an important-looking middle-aged (or older) man surrounded by his wife and (several) children of various ages (+/- grandchildren) with servants, sheep, goats, camels, and a fancy tent in the background (goal: show a wealthy and important person)
",,,Akuo KCS
350,"oc00350,ow00350,ob00350,oi00350",KCS Jacob/Israel | Jacob/Israel,"Jacob with Leah, Rachel, 2 maidservant-concubines, twelve sons, and 1 daughter facing the audience in a kind of ""family portrait""",Genesis 29-30,,Akuo KCS
351,"oc00351,ow00351,oi00351,ob00351",KCS Pronounce a Blessing: Barach and Eulogeo | Pronounce a Blessing: Barach and Eulogeo,"an older person with two hands on the head of a younger person who is kneeling in front of them so that it looks like the older person is speaking something over the younger person
",Genesis 48,,Akuo KCS
352,"oc00352,oi00352,ow00352,ob00352",S9 - Jesus's Dedication Ceremonies,,Luke 2:21-40,,Akuo Luke
353,oc00353,Oil lamp lighting first century house,An oil lamp on a table lighting up in a first century Jewish house. ,Luke 8:16-18,,Akuo Luke
354,"oc00354,ow00354,oi00354,ob00354",Oil lamp lighting first century house,An oil lamp on a table lighting up in a first century Jewish house. ,Luke 8:16-18,,Akuo Luke
355,"oc00355,ow00355,oi00355,ob00355","M4S19 Jesus Teaches on Forgiveness, Faith, and Humility","Luke 17:1-10 A huge tree, planted underwater, at the bottom of the ocean.",Luke 17:1-10,,Akuo Luke
356,oc00356,First Century Jewish Scribe Copying Scripture by Hand,"A Jewish scribe in the first century carefully copies and studies Scripture on a parchment scroll. This scene reflects a long-standing biblical tradition of writing, preserving, reading, and meditating on God’s Word, practiced from the time of Moses through the Second Temple period.","Exodus 24:4, Deuteronomy 17:18-19, Deuteronomy 31:9-13, Joshua 8:32, 2 Kings 22:8-13, 1 Chronicles 24:6, 2 Chronicles 34:14-18, Ezra 7:6, 10-12, Nehemiah 8:1-8, Psalm 1:1-2, Psalm 119:11, 97, Proverbs 1:5, Jeremiah 30:2, Jeremiah 36:2-4, 27-32, Habakkuk 2:2, Matthew 5:17-18, Matthew 23:2-3, Mark 1:22, Mark 2:6, Luke 4:16-20, Luke 5:17, Luke 24:27, John 5:39, Acts 13:15, Acts 15:21, Acts 17:11, 2 Timothy 3:15-16","scribe, scroll, parchment, Hebrew, writing, scripture, study, ancient, Judea, ink, reed, manuscript, Torah, copyist, learning",SIL 100
357,oc00357,a lamp on a pot,"Inside a modest Judean home at dusk, a clay oil lamp is placed atop an overturned modios grain measure to raise its light. A hand lights the wick, illustrating Jesus’ teaching that a lamp is not hidden but elevated to illuminate the whole house.","Matthew 5:14–16, Mark 4:21, Luke 8:16, Luke 11:33, Psalm 119:105, Exodus 25:31–40","lamp on a stand, modios basket, biblical oil lamp, Judean home interior,  illustration, light of the world, Herodian lamp, olive oil lamp, biblical household lighting, Jewish domestic life, teaching illustration",SIL 100
358,oc00358,Women go to Empty Tomb,At dawn a stone stands rolled back from a rock‑hewn tomb. The emptiness proclaims the risen Lord.,"John 20,  Luke 24,  Mark 16, Luke 24; John 20; Matthew 28, Matthew 28","Mary; Magdalene, stone, tomb",Akuo Luke
359,"oc00359,ob00359,oi00359,ow00359",Jesus with disciples calming the storm,A wooden boat pitches on violent waves beneath a squall. Fear gives way to awe as God preserves lives at sea.,"Matthew 8:23–27,  Mark 4:35–41, Luke 8:22–25","boat, disciples, Jesus, storm, winds; waves",SIL 100
360,oc00360,"Proposed Synagogue Interior at Capernaum (1st Century AD, Hypothetical Reconstruction)","A formal synagogue interior at Capernaum reflects the developed architectural style of later Galilean Judaism, with columns, symmetry, and a central reading space. While visually grounded in excavated remains, this scene represents a later phase and may not reflect the simpler synagogue of the time of Jesus.","Mark 1:21, Luke 4:31–32, John 6:59","synagogue, Capernaum, Galilee, columns, basilica, Torah, scroll, Jewish, ancient, interior, limestone, Roman influence, assembly hall, teaching",SIL 100
361,"oc00361,ow00361,oi00361",New and Old Stitching,"Image of someone stitching together an old, beat up coat with a high quality white fabric that has a luxurious embroidered pattern. ","Luke 5:33-39, Luke 5:36",,Akuo Luke
362,oc00362,Phoenician/Canaanite Merchant Ship (Ship to Tarshish),"A Phoenician merchant ship rests offshore near Joppa, loaded with cargo and prepared for a long Mediterranean voyage. The vessel’s broad hull, square sail, and detailed construction reflect Iron Age shipbuilding used in biblical times.","Jonah 1:3, Isaiah 2:16, 1 Kings 5:6-10","Phoenician ship, Canaanite merchant vessel, Tarshish ship, ancient Mediterranean boat, Jonah ship, Iron Age trade ship, seafaring in the Bible.",SIL 100
363,oc00363,Phoenician/Canaanite Merchant Ship (Ship to Tarshish),"A Phoenician merchant ship rests offshore near Joppa, loaded with cargo and prepared for a long Mediterranean voyage. The vessel’s broad hull, square sail, and detailed construction reflect Iron Age shipbuilding used in biblical times.","Jonah 1:3, Isaiah 2:16, 1 Kings 5:6-10","Phoenician ship, Canaanite merchant vessel, Tarshish ship, ancient Mediterranean boat, Jonah ship, Iron Age trade ship, seafaring in the Bible.",SIL 100
364,oc00364,Phoenician/Canaanite Merchant Ship (Ship to Tarshish),"A Phoenician merchant ship rests offshore near Joppa, loaded with cargo and prepared for a long Mediterranean voyage. The vessel’s broad hull, square sail, and detailed construction reflect Iron Age shipbuilding used in biblical times.","Jonah 1:3, Isaiah 2:16, 1 Kings 5:6-10","Phoenician ship, Canaanite merchant vessel, Tarshish ship, ancient Mediterranean boat, Jonah ship, Iron Age trade ship, seafaring in the Bible.",SIL 100
365,"oc00365,ob00365,ow00365,oi00365",Pentecost: tongues of fire,"In an upper room, tongues like fire rest upon waiting disciples. Filled with the Spirit, they speak God’s wonders in many tongues.","Acts 1:13–15, Acts 2:1–4, Acts 2:14–18; Joel 2:28–32","disciples, fire, Spirit; languages, tongues, pentecost, Holy Spirit, Upper room, Early church, 120 disciples,",SIL 100
366,oc00366,Pentecost: tongues of fire,"In an upper room, tongues like fire rest upon waiting disciples. Filled with the Spirit, they speak God’s wonders in many tongues.","Acts 1:13–15, Acts 2:1–4, Acts 2:14–18; Joel 2:28–32","disciples, fire, Spirit; languages, tongues, pentecost, Holy Spirit, Upper room, Early church, 120 disciples,",SIL 100
367,oc00367,Sandals,,"Matthew 3:11, Luke 15:22, Exodus 3:5",,SIL 100
368,"oc00368,ob00368,ow00368,oi00368",Sermon on the Mount ,"A historically grounded depiction of “Sermon on the Mount.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Luke 06, Matthew 05","blessed; the Beatitudes, mount, sermon",SIL 100
369,oc00369,Sermon on the Mount ,"A historically grounded depiction of “Sermon on the Mount.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Luke 06, Matthew 05","blessed; the Beatitudes, mount, sermon",SIL 100
370,oc00370,Sermon on the Mount ,"A historically grounded depiction of “Sermon on the Mount.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Luke 06, Matthew 05","blessed; the Beatitudes, mount, sermon",SIL 100
371,"oc00371,ob00371,ow00371,oi00371",The city of Jerusalem at the time of Solomon,,,,SIL 100
372,"oc00372,ob00372,ow00372,oi00372",The city of Jerusalem at the time of Solomon,,,,SIL 100
373,oc00373,The city of Jerusalem at the time of Solomon,,,,SIL 100
374,"oc00374,ob00374,ow00374,oi00374",the temple of Solomon,Herod’s Temple rises over Jerusalem with vast courts and colonnades. Pilgrims gather where Jesus taught and the apostles healed.,"2 Chronicles 03, 1 Kings 8; John 10:23; Acts 3:11; 1 Kings 3:16–28, 2 Kings 23","Herod, Jerusalem, Jesus, sketch, Solomon, Temple, temple",SIL 100
